product_name,product_code,type,revenue_2019,quantity_2019,revenue_2020,quantity_2020,revenue_2021,quantity_2021,revenue_2022,quantity_2022,revenue_2023,quantity_2023
Weapon +1,55597449,ARMS & ARMOUR,513220,670,1380332,1802,968990,1265,858686.0,1121,306400,400
Barrel,55610969,ADVENTURING EQUIPMENT,50512,451,53424,477,42672,381,45808.0,409,42000,375
Carpet of Flying,55613017,ANIMALS & TRANSPORTATION,2185,437,1800,360,2280,456,2015.0,403,2240,448
Painter’s supplies ,55629614,TOOLS & KITS,178689,381,178689,381,167433,357,193228.0,412,188538,402
Sword of Vengeance,55635211,ARMS & ARMOUR,223693,467,205970,430,170524,356,678743.0,1417,637549,1331
Obsidian Flint Dragon Plate,55638879,ARMS & ARMOUR,220932,361,286416,468,214812,351,257040.0,420,276624,452
Bracer of Flying Daggers,55657901,ARMS & ARMOUR,137274,334,481692,1172,354693,863,156591.0,381,128643,313
Orb of the Stein Rune,55670813,ADVENTURING EQUIPMENT,158323,389,130240,320,171754,422,144078.0,354,151811,373
Pyxis of Pandemonium,55684591,SUMMONING DEVICE,392863,437,414439,461,359600,400,305660.0,340,349711,389
Rod of Rulership,55753502,ADVENTURING EQUIPMENT,244315,373,233835,357,235145,359,231215.0,353,303265,463
Armour of Psychic vulnerability,55892096,ARMS & ARMOUR,337192,452,270052,362,249164,334,331970.0,445,363302,487
Book ,55917002,POTIONS & SCROLLS,266910,434,206640,336,284745,463,313650.0,510,196185,319
Herbalism kit ,55932255,TOOLS & KITS,24824,428,30508,526,23548,406,22968.0,396,21866,377
Three-Dragon Ante set,55964215,TOOLS & KITS,165393,423,121992,312,136850,350,157182.0,402,150144,384
Gloves of Thievery,55994289,ADVENTURING EQUIPMENT,126440,436,123540,426,113390,391,107300.0,370,102370,353
Wand of Enemy Detection,56024138,ARMS & ARMOUR,129437,451,116522,406,125993,439,192577.0,671,186837,651
Chain mail ,56050038,ARMS & ARMOUR,165430,355,213894,459,164032,352,196186.0,421,183138,393
Rowboat,56092110,ANIMALS & TRANSPORTATION,183910,347,168010,317,192390,363,217300.0,410,237440,448
Wand of Magic Missiles,56119664,ARMS & ARMOUR,435810,438,734310,738,449740,452,416905.0,419,370140,372
Amulet of Health,56162308,JEWELRY,151280,310,208864,428,231800,475,165432.0,339,182512,374
Signal whistle on string,56228612,TOOLS & KITS,389092,478,308506,379,266992,328,364672.0,448,370370,455
Dust of Dryness,56312775,ADVENTURING EQUIPMENT,116070,438,106000,400,90630,342,95665.0,361,97785,369
Shiftweave,56473372,ADVENTURING EQUIPMENT,235218,398,205668,348,280725,475,241719.0,409,211578,358
Potion of Fire Breath,56500384,POTIONS & SCROLLS,424545,465,347853,381,315898,346,375243.0,411,411763,451
Iron Flask (Empty),56503119,SUMMONING DEVICE,252977,391,286621,443,289856,448,188277.0,291,271093,419
Mace of Smiting,56519967,ARMS & ARMOUR,202672,424,175426,367,170646,357,170168.0,356,236610,495
Bag of Beans,56572294,ADVENTURING EQUIPMENT,384200,425,392336,434,353464,391,390528.0,432,425784,471
Potion of Hill Giant Strength,56703436,POTIONS & SCROLLS,139314,434,93411,291,145413,453,125832.0,392,122301,381
Living Heavy Armour,56716939,ARMS & ARMOUR,14193,1577,10026,1114,11790,1310,9081.000000000002,1032,3663,407
Alchemical Compendium,56726315,POTIONS & SCROLLS,284376,328,369342,426,312120,360,335529.0,387,393618,454
Weapon of Warning,56768916,ARMS & ARMOUR,121392,432,102284,364,124483,443,113383.49999999999,412,205411,731
Verminshroud,56814452,ADVENTURING EQUIPMENT,274134,427,200946,313,228552,356,190032.0,303,281838,439
Boots of Elvenkind,56815038,ADVENTURING EQUIPMENT,356451,393,464384,512,358265,395,320171.0,353,416313,459
Deck of Illusions,56829583,ADVENTURING EQUIPMENT,296652,419,242844,343,257712,364,264084.0,373,262668,371
Clockwork Amulet,56894927,ADVENTURING EQUIPMENT,21480,537,17840,446,16880,422,15320.0,383,15400,385
Paper (one package) ,56942912,POTIONS & SCROLLS,44696,302,46916,317,53428,361,66600.0,450,62456,422
Pearl of Power,57035703,ADVENTURING EQUIPMENT,242172,372,259098,398,194649,299,215481.0,331,263004,404
Ring of Spell Turning,57052005,JEWELRY,8136,452,7686,427,5778,321,6976.8,396,8280,460
Canaith mandolin,57121344,MUSICAL INSTRUMENT,368600,388,378100,398,318250,335,425600.0,448,420850,443
Ioun Stone - Reserve,57136107,ADVENTURING EQUIPMENT,200194,503,161588,406,156016,392,150842.0,379,151638,381
Armour of Cold vulnerability,57163758,ARMS & ARMOUR,327420,340,390015,405,445869,463,534561.2999999999,565,390015,405
Sprig of mistletoe (Druidic focus),57229844,ADVENTURING EQUIPMENT,92220,265,137112,394,132588,381,183048.0,526,128064,368
Spell Gem (Amber),57401716,POTIONS & SCROLLS,29681,443,29949,447,29279,437,30753.0,459,25862,386
Wand Sheath,57434303,ADVENTURING EQUIPMENT,413538,471,283594,323,273936,312,337152.0,384,382808,436
Goggles of Night,57535252,ADVENTURING EQUIPMENT,284016,388,278892,381,237168,324,267765.6,379,325740,445
Sunforger,57540858,ARMS & ARMOUR,206305,341,194810,322,211145,349,217195.0,359,226875,375
Chalk (Box of 50),57546818,TOOLS & KITS,138646,362,152434,398,115283,301,152817.0,399,145923,381
Potion of Clairvoyance,57551143,POTIONS & SCROLLS,210482,382,240236,436,219849,399,168606.0,306,199462,362
Keoghtoms Ointment,57671209,ADVENTURING EQUIPMENT,59645,395,49981,331,56927,377,45904.0,304,72329,479
Cauldron of Plenty,57684385,TOOLS & KITS,257085,435,260631,441,248811,421,229899.0,389,247038,418
Rations (10 days) ,57728314,ADVENTURING EQUIPMENT,204414,434,166263,353,201588,428,228906.0,486,175683,373
Ear Worm,57814712,ADVENTURING EQUIPMENT,116272,338,145856,424,92536,269,167528.0,487,142072,413
Sword of Sharpness,57901673,ARMS & ARMOUR,52416,312,69720,415,66864,398,69182.4,422,71400,425
Crossbow Bolts +1,57931789,ARMS & ARMOUR,74543,463,56028,348,55706,346,63595.0,395,64239,399
Holy Avenger,57976348,ARMS & ARMOUR,186924,444,156191,371,144403,343,170547.09999999998,413,180188,428
"Pot, iron ",57980198,TOOLS & KITS,187812,423,175380,395,164724,371,206460.0,465,143412,323
Mace ,58098552,ARMS & ARMOUR,11281,389,10498,362,10817,373,20474.0,706,14094,486
Hellsteel Martial Melee Weapon,58109227,ARMS & ARMOUR,491208,776,915318,1446,501969,793,270291.0,427,286749,453
Handaxe ,58117155,ARMS & ARMOUR,98087,407,89893,373,120018,498,107968.0,448,84591,351
Ring of Animal Influence,58119397,JEWELRY,388332,402,412482,427,419244,434,458850.0,475,426006,441
Rod of the Pact Keeper +2,58189052,ADVENTURING EQUIPMENT,254695,383,242725,365,210140,316,247380.0,372,262010,394
Shield +1,58194232,ARMS & ARMOUR,53676,1278,35574,847,16464,392,22050.0,540,15918,379
Very Rare Crafting Components,58384520,TOOLS & KITS,357736,388,386318,419,457312,496,333764.0,362,446248,484
Necklace of Fireballs,58396427,JEWELRY,307992,313,390648,397,367032,373,430008.0,437,440832,448
Robe of Stars,58417740,ADVENTURING EQUIPMENT,15576,354,15972,363,18304,416,16060.0,365,15928,362
Spell Scroll Level 9,58487166,POTIONS & SCROLLS,58016,259,90048,402,68096,304,104832.0,468,87360,390
Potion of Possibility,58513107,POTIONS & SCROLLS,2568,321,3656,457,3752,469,3208.0,401,2304,288
Ioun Stone - Gunner,58550170,ADVENTURING EQUIPMENT,318288,349,318288,349,325584,357,358324.8,405,457824,502
Leatherworker’s tools ,58574403,TOOLS & KITS,214890,390,233624,424,218196,396,220951.0,401,243542,442
Armour of Force vulnerability,58627821,ARMS & ARMOUR,184448,524,220704,627,235136,668,135872.0,386,148192,421
Hat of Vermin,58654260,ADVENTURING EQUIPMENT,441558,442,445554,446,438561,439,410589.0,411,467532,468
Mystery Key,58683647,ADVENTURING EQUIPMENT,313208,376,368186,442,347361,417,305711.0,367,362355,435
Fulminating Treatise,58758960,ADVENTURING EQUIPMENT,400830,465,350834,407,299114,347,347386.0,403,287908,334
Padded armour,58768110,ARMS & ARMOUR,337008,408,747530,905,674016,816,338660.0,410,362614,439
Gloves of Swimming and Climbing,58932672,ADVENTURING EQUIPMENT,88970,410,90706,418,88753,409,82677.0,381,72478,334
Heavy Armour +1,58975057,ARMS & ARMOUR,333384,479,287448,413,264480,380,287448.0,413,519912,747
Mummy Rot Antidote,59074614,POTIONS & SCROLLS,261589,383,251344,368,311448,456,333987.0,489,241099,353
Mace of Terror,59087245,ARMS & ARMOUR,380193,843,395527,877,317053,703,358996.0,796,320210,710
Censer of Controlling Air Elementals,59111273,SUMMONING DEVICE,21392,382,21168,378,20496,366,23671.199999999993,435,26824,479
Sealing wax ,59158239,TOOLS & KITS,139834,503,112034,403,104806,377,113424.0,408,112590,405
Armour of Resistance,59174475,ARMS & ARMOUR,160400,400,174836,436,137142,342,150776.0,376,167618,418
Sentinel Shield,59211331,ARMS & ARMOUR,163332,349,180180,385,214344,458,282204.0,603,294840,630
Kyrzins Ooze,59216979,ADVENTURING EQUIPMENT,243178,398,321386,526,292058,478,226070.0,370,278005,455
Quiver of Ehlonna,59325803,ADVENTURING EQUIPMENT,260292,398,319806,489,300840,460,224322.0,343,270756,414
Claws of the Umber Hulk,59389554,ARMS & ARMOUR,84272,368,49006,214,87707,383,91600.0,400,102821,449
Quaals Feather Token,59474256,SUMMONING DEVICE,180750,482,141000,376,142875,381,132750.0,354,157500,420
Scroll of Protection (Fey),59525918,POTIONS & SCROLLS,222336,386,183744,319,187776,326,275731.20000000007,489,192384,334
Exotic Saddle,59551551,ANIMALS & TRANSPORTATION,102124,422,98978,409,98736,408,110352.0,456,80828,334
Belashyrras Beholder Crown,59561179,ARMS & ARMOUR,111440,398,186760,667,209720,749,107520.0,384,127680,456
Light Armour +1,59831191,ARMS & ARMOUR,268644,366,322226,439,263506,359,306078.0,417,518204,706
Amulet of the Devout,59843046,ADVENTURING EQUIPMENT,214760,413,236080,454,212160,408,232960.0,448,219440,422
Serpentine Owl of Wondrous Power,59948096,SUMMONING DEVICE,193380,293,237600,360,264000,400,310200.0,470,265980,403
Sled,59954767,ANIMALS & TRANSPORTATION,422688,476,380064,428,333888,376,468864.0,528,349872,394
Shiftweave,59960843,ADVENTURING EQUIPMENT,35372,478,29378,397,28342,383,31672.0,428,23902,323
Iron Flask (Empty),60073101,SUMMONING DEVICE,40850,475,32164,374,36550,425,36722.0,427,31906,371
Cleansing Stone,60078312,ADVENTURING EQUIPMENT,157542,363,193998,447,192262,443,172732.0,398,186620,430
Dancing Sword,60081359,ARMS & ARMOUR,8313,489,4862,286,5746,338,6205.0,365,7820,460
Healer’s kit ,60111510,TOOLS & KITS,197296,304,270633,417,219362,338,232342.0,358,269984,416
Ring of the Ram,60140754,JEWELRY,68949,423,53301,327,61614,378,67645.0,415,71720,440
Maul ,60203975,ARMS & ARMOUR,189150,390,498580,1028,431165,889,443290.0,914,837595,1727
Sickle,60215159,ARMS & ARMOUR,181503,387,204015,435,168840,360,278586.0,594,279993,597
Orb of Shielding,60233892,ADVENTURING EQUIPMENT,196233,439,248979,557,183270,410,192210.0,430,198021,443
Cast-off Armour Enchantment,60250163,POTIONS & SCROLLS,82695,447,72335,391,66600,360,64380.0,348,69560,376
Blowgun ,60266923,ARMS & ARMOUR,236816,361,278144,424,233536,356,293888.0,448,274864,419
Ring of Water Elemental Command,60328994,SUMMONING DEVICE,400160,488,396880,484,296020,361,369000.0,450,289460,353
Potion of Stone Giant Strength,60398410,POTIONS & SCROLLS,180120,380,193392,408,202398,427,164952.0,348,206190,435
Wagon,60533710,ANIMALS & TRANSPORTATION,148745,419,143420,404,165075,465,110760.0,312,140580,396
Military Camoflage (Desert),60553788,ADVENTURING EQUIPMENT,12600,360,11830,338,14490,414,16450.0,470,17220,492
Yew wand (Druidic focus),60581544,ADVENTURING EQUIPMENT,324900,342,320150,337,405650,427,342000.0,360,441750,465
Crystal Ball of Telepathy,60589732,ADVENTURING EQUIPMENT,195294,363,163552,304,172698,321,210358.0,391,194756,362
Cartographer’s tools ,60634899,TOOLS & KITS,325677,417,430331,551,317086,406,363165.0,465,360041,461
Armour of Poison Resistance,60643587,ARMS & ARMOUR,20232,562,17928,498,15264,424,16920.0,470,13500,375
Sling ,60652281,ARMS & ARMOUR,289227,421,641658,934,814782,1186,739212.0,1076,230832,336
Elephant,60653266,ANIMALS & TRANSPORTATION,214278,426,184601,367,234398,466,258039.0,513,185607,369
Hunting trap ,60676982,ADVENTURING EQUIPMENT,157874,386,185686,454,164418,402,160737.0,393,199592,488
Outer Essence Shard,60683597,ADVENTURING EQUIPMENT,9632,344,11592,414,9296,332,9032.8,331,12712,454
Draft Horse,60696406,ANIMALS & TRANSPORTATION,205383,307,213411,319,224784,336,287670.0,430,297036,444
Armour of Cold Resistance,60706444,ARMS & ARMOUR,431039,443,617855,635,328874,338,369740.0,380,418390,430
Greater Silver Sword,60773751,ARMS & ARMOUR,343476,423,297192,366,310996,383,230120.8,289,390572,481
Three-Dragon Ante set,60800308,TOOLS & KITS,119970,387,91450,295,142910,461,102920.0,332,160890,519
Armour of Lightning vulnerability,60817963,ARMS & ARMOUR,506196,516,401229,409,373761,381,398286.0,406,393381,401
Crystal Ball of Telepathy,60832475,ADVENTURING EQUIPMENT,70227,459,58140,380,68085,445,51117.3,344,82314,538
Galders Trusty Pipe,60876100,ADVENTURING EQUIPMENT,112575,395,127110,446,143070,502,119415.0,419,126540,444
Scale mail ,60889100,ARMS & ARMOUR,59940,405,72964,493,42772,289,59496.0,402,50616,342
Windvayne,60895235,ARMS & ARMOUR,29388,316,38874,418,40083,431,46407.0,499,62031,667
Bagpipes,60977861,MUSICAL INSTRUMENT,89308,332,112173,417,115670,430,117822.0,438,136652,508
Potion of Cloud Giant Strength,60987075,POTIONS & SCROLLS,369972,516,313329,437,298989,417,313329.0,437,296838,414
Living Light Armour,61021933,ARMS & ARMOUR,325350,482,385425,571,506250,750,311175.0,461,301050,446
Potion of Supreme Healing,61063953,POTIONS & SCROLLS,305271,321,376596,396,432705,455,382682.39999999997,410,310977,327
Stormgirdle,61131566,ADVENTURING EQUIPMENT,151404,407,145452,391,135780,365,158100.0,425,177072,476
Forgery kit ,61133675,TOOLS & KITS,207834,402,193875,375,222827,431,227997.0,441,220242,426
Winged Boots,61136020,ADVENTURING EQUIPMENT,19768,353,25648,458,17808,318,19880.0,355,18200,325
Rod,61143781,ADVENTURING EQUIPMENT,40040,520,27104,352,30030,390,26257.0,341,33341,433
Luxon Beacon,61190302,ADVENTURING EQUIPMENT,180393,383,149307,317,186987,397,203472.0,432,182277,387
Scimitar ,61200121,ARMS & ARMOUR,172608,496,144420,415,162516,467,662592.0,1904,709920,2040
Scroll of Protection (Random),61260732,POTIONS & SCROLLS,394668,577,279072,408,276336,404,315324.0,461,280440,410
Dust of Disappearance,61380170,ADVENTURING EQUIPMENT,195640,335,241192,413,256960,440,275648.0,472,286160,490
War Elephant,61386037,ANIMALS & TRANSPORTATION,49518,393,36666,291,48510,385,45612.0,362,57834,459
Crown of the Forest,61414624,ARMS & ARMOUR,148966,353,172598,409,138838,329,196652.0,466,160782,381
Ring of Invisibility,61427792,JEWELRY,53808,354,52288,344,58672,386,64144.0,436,50008,329
"Hammer, sledge ",61442485,TOOLS & KITS,264960,368,316800,440,290160,403,254160.0,353,303120,421
Dragontooth Dagger,61486173,ARMS & ARMOUR,56850,758,60000,800,31575,421,25800.0,352,24825,331
Potion of Maximum Power,61558123,POTIONS & SCROLLS,307287,513,251580,420,250981,419,213244.0,356,207254,346
Shortbow ,61559090,ARMS & ARMOUR,222402,367,494496,816,827796,1366,811434.0,1339,438744,724
Shortbow ,61564575,ARMS & ARMOUR,198720,414,538080,1121,722880,1506,660480.0,1376,343200,715
"Mirror, steel ",61611731,TOOLS & KITS,357294,362,386904,392,389865,395,394800.0,400,423423,429
Ioun Stone - Fortitude,61666222,ADVENTURING EQUIPMENT,122816,404,113392,373,113392,373,118712.0,397,128592,423
Bronze Horn of Valhalla,61716286,SUMMONING DEVICE,343737,439,311634,398,202014,258,320247.0,409,317898,406
Well of Many Worlds,61732232,SUMMONING DEVICE,335699,403,405671,487,368186,442,300713.0,361,350693,421
Spell Gem (Star Ruby),61748128,POTIONS & SCROLLS,315076,454,282458,407,297726,429,312300.0,450,295644,426
Bead of Force,61783781,ADVENTURING EQUIPMENT,316646,407,220952,284,311978,401,246626.0,317,325982,419
Feywild Shard,61866645,ADVENTURING EQUIPMENT,34142,397,33454,389,38098,443,38958.0,453,28036,326
Wand of Magic Detection,61893476,ARMS & ARMOUR,15372,366,17766,423,17262,411,17598.0,419,16632,396
Needle of Mending,61935743,ADVENTURING EQUIPMENT,41200,412,37500,375,46200,462,36020.0,366,42800,428
Ioun Stone - Protection,62067346,ADVENTURING EQUIPMENT,426335,455,283911,303,323265,345,301714.0,322,327013,349
Pan flute,62078402,MUSICAL INSTRUMENT,10575,423,10675,427,8375,335,9125.0,365,8350,334
Military Boots,62298878,ADVENTURING EQUIPMENT,269064,444,209070,345,176346,291,271488.0,448,251490,415
Animated Shield,62309145,ARMS & ARMOUR,82620,459,75240,418,78300,435,102060.0,567,132480,736
Bag of Tricks,62376353,ADVENTURING EQUIPMENT,100792,344,148258,506,130092,444,92881.0,317,124525,425
Robes ,62387478,ADVENTURING EQUIPMENT,455168,508,307328,343,365568,408,353920.0,395,357504,399
Antitoxin (Crate),62400753,POTIONS & SCROLLS,221529,411,232309,431,271117,503,253869.0,471,290521,539
Elephant,62423182,ANIMALS & TRANSPORTATION,330832,464,305164,428,268088,376,283774.0,398,353648,496
Potion of Resistance,62504549,POTIONS & SCROLLS,107610,510,74272,352,71318,338,104656.0,496,74905,355
Wagon,62524112,ANIMALS & TRANSPORTATION,246697,451,220441,403,213877,391,195279.0,357,297021,543
Breastplate ,62738371,ARMS & ARMOUR,345960,372,438960,472,438030,471,587760.0,632,510570,549
Black Dragon Mask,62788827,ARMS & ARMOUR,302993,431,312835,445,460465,655,1410218.0,2006,930069,1323
Wand of Fear,62820608,ARMS & ARMOUR,151949,443,131712,384,120736,352,133084.0,388,110446,322
Staff of the Magi,62823214,ARMS & ARMOUR,59280,780,60648,798,33060,435,36708.0,483,41648,548
Butchers Bib,62890116,ADVENTURING EQUIPMENT,82593,399,79281,383,88596,428,79570.79999999999,395,90045,435
Cloak of Invisibility,62891052,ADVENTURING EQUIPMENT,188788,436,185757,429,142890,330,186926.10000000003,445,191386,442
Potion of Fire Giant Strength,62930199,POTIONS & SCROLLS,108252,372,128622,442,114363,393,108513.90000000001,382,98940,340
Cow,62954168,ANIMALS & TRANSPORTATION,331824,496,251544,376,192672,288,309747.0,463,270276,404
Atlas of the Endless Horizon,63014314,POTIONS & SCROLLS,349863,417,353219,421,349863,417,375704.2,456,271836,324
Weaver’s tools ,63136397,TOOLS & KITS,439116,444,370875,375,365930,370,398567.0,403,447028,452
Orb,63183019,ADVENTURING EQUIPMENT,386751,411,347229,369,406512,432,437565.0,465,427214,454
Ring of Air Elemental Command,63199802,SUMMONING DEVICE,143472,392,169092,462,106140,290,174948.0,478,152988,418
Potter’s tools ,63332950,TOOLS & KITS,14654,431,15300,450,10880,320,16320.0,480,16898,497
Pan flute,63336081,MUSICAL INSTRUMENT,174498,458,160020,420,179070,470,165735.0,435,130302,342
Restorative Ointment,63357795,POTIONS & SCROLLS,99093,493,81204,404,79596,396,85425.0,425,77586,386
Pipe of Smoke Monsters,63405689,POTIONS & SCROLLS,331705,407,301550,370,391200,480,273025.0,335,364305,447
Chest of Preserving,63460913,ADVENTURING EQUIPMENT,227555,355,197428,308,256400,400,285245.0,445,331397,517
Leatherworker’s tools ,63481073,TOOLS & KITS,88312,332,101612,382,112518,423,105868.0,398,98952,372
Armour of Psychic Resistance,63490165,ARMS & ARMOUR,283977,417,288063,423,267633,393,316665.0,465,320070,470
Orcsplitter,63595859,ARMS & ARMOUR,170425,401,166175,391,164475,387,138125.0,325,220575,519
Paper Bird,63618193,ADVENTURING EQUIPMENT,13689,351,13689,351,14469,371,15873.0,416,16653,427
Mason’s tools ,63628997,TOOLS & KITS,115192,476,75020,310,88814,367,80344.0,332,105270,435
Riding Horse,63639694,ANIMALS & TRANSPORTATION,374928,428,393324,449,374052,427,337260.0,385,399456,456
Morningstar ,63644428,ARMS & ARMOUR,785736,1559,584640,1160,674352,1338,678384.0,1346,429408,852
Potion of Healing,63646881,POTIONS & SCROLLS,94170,438,90730,422,89440,416,72670.0,338,81055,377
Band of Loyalty,63692862,JEWELRY,338250,375,458216,508,374330,415,451902.0,501,381546,423
Crystal,63785484,ADVENTURING EQUIPMENT,363776,392,358208,386,347072,374,340576.0,367,380480,410
Nolzurs Marvelous Pigments,63862139,ADVENTURING EQUIPMENT,42024,408,40891,397,31415,305,36977.0,359,36771,357
Prosthetic Limb,63909025,ADVENTURING EQUIPMENT,422037,441,355047,371,373230,390,331026.3,351,337821,353
Spell Scroll Level 8,63928053,POTIONS & SCROLLS,231472,391,252784,427,245680,415,223657.59999999995,387,240352,406
Staff of Defense,64025976,ARMS & ARMOUR,378378,441,309738,361,289146,337,314886.0,367,312312,364
Military Camoflage (Snow),64189243,ADVENTURING EQUIPMENT,203200,508,172000,430,130400,326,138000.0,345,155200,388
Riding Dinosaur,64202521,ANIMALS & TRANSPORTATION,720,360,860,430,726,363,672.0,336,728,364
Armour of Radiant Resistance,64327019,ARMS & ARMOUR,305996,454,438774,651,462364,686,288472.0,428,361938,537
Feather of Diatryma Summoning,64345379,SUMMONING DEVICE,42744,548,30186,387,25428,326,34086.0,437,23556,302
Eyes of the Eagle,64390253,ADVENTURING EQUIPMENT,43766,277,64622,409,65570,415,57512.0,364,57038,361
Ring of Warmth,64422794,JEWELRY,47424,304,47736,306,60372,387,59904.0,384,59124,379
Elemental Gem,64443567,SUMMONING DEVICE,456165,465,359046,366,314901,321,496386.0,506,443412,452
Hook of Fishers Delight,64492758,ADVENTURING EQUIPMENT,105565,491,81055,377,92450,430,83635.0,389,104705,487
Canaith mandolin,64556694,MUSICAL INSTRUMENT,307120,440,277106,397,270126,387,284714.2,415,275710,395
Armour of Invulnerability,64692635,ARMS & ARMOUR,122694,429,85514,299,126984,444,139854.0,489,134706,471
Bit & Bridle,64698005,ANIMALS & TRANSPORTATION,320031,439,230364,316,289413,397,299619.0,411,331695,455
Necklace of Prayer Beads,64732409,JEWELRY,172161,407,206424,488,131130,310,172161.0,407,150165,355
Crystal,64830455,ADVENTURING EQUIPMENT,116382,357,103668,318,127140,390,128770.0,395,146374,449
Studded leather armour,64882316,ARMS & ARMOUR,370176,384,423196,439,1308148,1357,1988732.0,2063,1707244,1771
Gavel of the Venn Rune,64912584,ADVENTURING EQUIPMENT,396627,561,294819,417,302596,428,297647.0,421,293405,415
Ring of Earth Elemental Command,64929611,SUMMONING DEVICE,157380,366,178880,416,167270,389,144910.0,337,136310,317
Boomerang +3,64965298,ARMS & ARMOUR,297075,425,217389,311,198516,284,290085.0,415,274707,393
Cart,65031263,ANIMALS & TRANSPORTATION,52440,456,50485,439,38985,339,49450.0,430,54740,476
Dice set,65053857,TOOLS & KITS,327000,436,282000,376,292500,390,284250.0,379,253500,338
Wave,65135836,ARMS & ARMOUR,624400,1115,222880,398,208880,373,234080.0,418,442400,790
Spell Gem (Quartz),65163824,POTIONS & SCROLLS,310700,478,209950,323,224900,346,245050.0,377,232050,357
Dwarven Thrower,65238164,ARMS & ARMOUR,218160,404,272160,504,352620,653,753300.0,1395,706320,1308
Knaves Eyepatch,65239979,ARMS & ARMOUR,310744,434,294276,411,187592,262,290982.39999999997,421,287832,402
Leatherworker’s tools ,65247834,TOOLS & KITS,313664,416,337038,447,274456,364,245050.0,325,262392,348
Belt of Cloud Giant Strength,65276561,ADVENTURING EQUIPMENT,374915,449,352370,422,348195,417,311455.0,373,336505,403
Whip ,65307467,ARMS & ARMOUR,167860,436,178255,463,227920,592,241395.0,627,155155,403
Breathing Bubble,65319782,ADVENTURING EQUIPMENT,18128,412,19844,451,18128,412,21428.0,487,21076,479
Ioun Stone - Vitality,65343743,ADVENTURING EQUIPMENT,167138,386,146787,339,167138,386,143756.0,332,187922,434
Calligraphers supplies ,65431132,TOOLS & KITS,59087,367,80017,497,69069,429,57316.0,356,66332,412
Shadowfell Brand Tattoo Enchantment,65476529,POTIONS & SCROLLS,65272,398,49036,299,57728,352,55415.59999999999,347,75768,462
Flail ,65480297,ARMS & ARMOUR,45080,392,68080,592,80385,699,57270.0,498,77855,677
Ring of Shooting Stars,65558127,JEWELRY,309060,340,274518,302,301788,332,335421.0,369,316332,348
Nolzurs Marvelous Pigments,65562326,ADVENTURING EQUIPMENT,291942,331,377496,428,332514,377,388080.0,440,289296,328
Moon-Touched 1H-Sword,65689819,ARMS & ARMOUR,101505,303,133665,399,153095,457,127300.0,380,209040,624
Thieves’ tools ,65721662,TOOLS & KITS,30646,398,29337,381,27566,358,28721.0,373,24178,314
Potion of Diminution,65856437,POTIONS & SCROLLS,82476,474,76734,441,71688,412,69600.0,400,73428,422
Libram of Souls & Flesh,65907665,ADVENTURING EQUIPMENT,281184,464,192708,318,243006,401,259368.0,428,260580,430
Rod of Absorption,65990749,ADVENTURING EQUIPMENT,270699,429,240411,381,220219,349,156488.0,248,307928,488
Wand of Secrets,66012354,ARMS & ARMOUR,298074,453,255304,388,270438,411,212731.40000000005,333,273728,416
Living Medium Armour,66086816,ARMS & ARMOUR,384564,439,409092,467,309228,353,402960.0,460,404712,462
Boots of Speed,66090327,ADVENTURING EQUIPMENT,191394,441,208320,480,189224,436,183148.0,422,172732,398
Dragonguard,66184064,ARMS & ARMOUR,222015,361,224475,365,541200,880,293970.0,478,235545,383
Signal whistle on string,66195015,TOOLS & KITS,110262,391,137898,489,97290,345,124080.0,440,117312,416
Cartographers Map Case,66237185,TOOLS & KITS,180180,429,171360,408,176400,420,187320.0,446,170100,405
Nine Lives Stealer,66244208,ARMS & ARMOUR,334464,416,306324,381,310344,386,315168.0,392,382704,476
Slippers of Spider Climbing,66301189,ARMS & ARMOUR,23352,417,19992,357,22624,404,21728.0,388,37128,663
Rod of the Pact Keeper +3,66314468,ADVENTURING EQUIPMENT,352275,427,342375,415,377025,457,344850.0,418,308550,374
Disguise kit ,66314541,TOOLS & KITS,185400,360,155015,301,203940,396,187975.0,365,212695,413
Fishing tackle ,66370965,TOOLS & KITS,96565,445,103292,476,96999,447,93093.0,429,87668,404
Lamp ,66382649,TOOLS & KITS,210246,402,191418,366,204493,391,226982.0,434,205539,393
Hammer ,66430510,TOOLS & KITS,21216,416,23052,452,19635,385,21318.0,418,20145,395
Shard of the Ise Rune,66433042,ADVENTURING EQUIPMENT,396328,428,399106,431,338916,366,362992.0,392,384290,415
Feather Token (Anchor),66460368,ADVENTURING EQUIPMENT,355152,453,345744,441,297920,380,337668.79999999993,443,349664,446
Spellbottle,66468586,ADVENTURING EQUIPMENT,449169,511,304134,346,254031,289,348963.0,397,331383,377
Horseshoes of a Zephyr,66473255,ANIMALS & TRANSPORTATION,4499,409,3784,344,4917,447,4227.3,393,4477,407
Paper (one package) ,66473406,POTIONS & SCROLLS,109250,475,89240,388,101890,443,92460.0,402,80040,348
Periapt of Wound Closure,66519661,ADVENTURING EQUIPMENT,127072,361,117920,335,171424,487,122848.0,349,142912,406
Longsword ,66677922,ARMS & ARMOUR,102134,458,94329,423,74259,333,81841.0,367,80949,363
Weapon +1,66797511,ARMS & ARMOUR,485496,792,1220483,1991,815903,1331,641198.0,1046,296692,484
Whip ,66865783,ARMS & ARMOUR,475228,494,474266,493,607022,631,495430.0,515,429052,446
