Type,Key Account,Region,ProductPricesInCP_split_23,ProductPricesInCP_split_19,growth_tot
ANIMALS & TRANSPORTATION,Private Buyer,Thayan Empire,340271.0,301089.0,0.13013427923305065
ARMS & ARMOUR,Nobility,Thayan Empire,663899.0,321109.0,1.0675191290184953
SUMMONING DEVICE,Clothes Contact,Amnian Empire,114649.0,89952.0,0.2745575418000712
POTIONS & SCROLLS,House of Wonders,United Moonshae Empire,60762.0,66005.0,-0.0794333762593743
ANIMALS & TRANSPORTATION,Private Buyer,United Moonshae Empire,454538.0,476982.0,-0.0470541865311479
ARMS & ARMOUR,Nobility,Southern Empire,77016.0,33867.0,1.2740721055895121
ANIMALS & TRANSPORTATION,Private Buyer,Waterdhavian Empire,162799.0,164270.0,-0.008954769586656086
POTIONS & SCROLLS,House of Wonders,Waterdhavian Empire,40998.0,80457.0,-0.49043588500689805
SUMMONING DEVICE,Bottle's Up,Waterdhavian Empire,15785.0,19983.0,-0.2100785667817645
ARMS & ARMOUR,Nobility,Purple Dragon Empire,643372.0,790967.0,-0.1866007052127333
ANIMALS & TRANSPORTATION,Private Buyer,Western Empire,35292.0,27444.0,0.2859641451683428
POTIONS & SCROLLS,House of Wonders,Western Empire,9933.0,24617.0,-0.5964983547954665
ANIMALS & TRANSPORTATION,Sprite's & Spirits,Amnian Empire,82019.0,117624.0,-0.3027018295585935
SUMMONING DEVICE,Bottle's Up,Thayan Empire,62056.0,43480.0,0.42723091076356945
ARMS & ARMOUR,Nobility,Old Empire,241793.0,143504.0,0.6849216746571525
POTIONS & SCROLLS,Lionshield Coster,Amnian Empire,187978.0,206379.0,-0.08916120341701428
ANIMALS & TRANSPORTATION,Sprite's & Spirits,Bloodlands Empire,29199.0,33726.0,-0.13422878491371637
SUMMONING DEVICE,Bottle's Up,Southern Empire,3457.0,5168.0,-0.33107585139318885
ANIMALS & TRANSPORTATION,Sprite's & Spirits,Thayan Empire,61010.0,51114.0,0.19360644833118124
SUMMONING DEVICE,Black Phoenix,Waterdhavian Empire,11585.0,16025.0,-0.2770670826833074
POTIONS & SCROLLS,Lionshield Coster,Old Empire,39174.0,43145.0,-0.09203847491018657
ANIMALS & TRANSPORTATION,Sprite's & Spirits,United Moonshae Empire,4987.0,,
POTIONS & SCROLLS,Lionshield Coster,Western Empire,42763.0,41647.0,0.02679664801786452
ARMS & ARMOUR,No Key Account,Old Empire,1363901.0,1198081.0,0.1384046654608495
ANIMALS & TRANSPORTATION,Three Wishes,None Empire,14456.0,11847.0,0.22022452941672999
SUMMONING DEVICE,Black Phoenix,Amnian Empire,95416.0,109371.0,-0.12759323769554998
POTIONS & SCROLLS,Night's Knights,Amnian Empire,225505.0,211648.0,0.06547191563350463
ANIMALS & TRANSPORTATION,Three Wishes,Old Empire,2007.0,21307.0,-0.905805603792181
SUMMONING DEVICE,Bardic College Union,Western Empire,3494.0,11733.0,-0.7022074490752579
ARMS & ARMOUR,No Key Account,None Empire,2409224.0,2824544.0,-0.14703966374749344
SUMMONING DEVICE,Bardic College Union,Waterdhavian Empire,1640.0,,
POTIONS & SCROLLS,Night's Knights,Bloodlands Empire,81777.0,101766.0,-0.19642120158009546
ANIMALS & TRANSPORTATION,Three Wishes,Purple Dragon Empire,96472.0,94303.0,0.02300032872761215
ARMS & ARMOUR,No Key Account,New Neverwinter Empire,5176728.0,3589812.0,0.4420610327226049
SUMMONING DEVICE,Bardic College Union,United Moonshae Empire,836.0,,
SUMMONING DEVICE,Bardic College Union,Thayan Empire,50736.0,20879.0,1.4300014368504237
ANIMALS & TRANSPORTATION,Three Wishes,Southern Empire,10611.0,10180.0,0.042337917485265164
POTIONS & SCROLLS,Night's Knights,Calim Empire,196278.0,173360.0,0.13219889247808037
ARMS & ARMOUR,No Key Account,Halruaan Empire,6321999.0,8418807.0,-0.24906236715011998
SUMMONING DEVICE,Bardic College Union,Purple Dragon Empire,29919.0,6496.0,3.6057573891625614
ANIMALS & TRANSPORTATION,Three Wishes,Thayan Empire,42437.0,28548.0,0.48651394143197413
POTIONS & SCROLLS,Night's Knights,Dwarven Empire,75630.0,64900.0,0.16533127889060095
ARMS & ARMOUR,No Key Account,Eastern Empire,990986.0,1079308.0,-0.08183206276614274
SUMMONING DEVICE,Black Phoenix,Bloodlands Empire,10732.0,9690.0,0.10753353973168212
ARMS & ARMOUR,Nobility,United Moonshae Empire,56525.0,37899.0,0.49146415472703775
ANIMALS & TRANSPORTATION,Three Wishes,Halruaan Empire,157461.0,127750.0,0.23257142857142865
POTIONS & SCROLLS,Lionshield Coster,Waterdhavian Empire,80835.0,89991.0,-0.10174350768410179
ARMS & ARMOUR,No Key Account,Waterdhavian Empire,2690104.0,3045857.0,-0.1167989830120062
SUMMONING DEVICE,Black Phoenix,United Moonshae Empire,1071.0,,
POTIONS & SCROLLS,Lionshield Coster,Purple Dragon Empire,213201.0,100281.0,1.1260358392915908
ANIMALS & TRANSPORTATION,Sprite's & Spirits,Waterdhavian Empire,34728.0,24369.0,0.4250892527391359
SUMMONING DEVICE,Black Phoenix,Thayan Empire,49925.0,14247.0,2.5042465080367795
ARMS & ARMOUR,No Key Account,United Moonshae Empire,12822381.0,9431881.0,0.35947230462301216
ANIMALS & TRANSPORTATION,Sprite's & Spirits,Western Empire,27107.0,10619.0,1.552688577078821
SUMMONING DEVICE,Black Phoenix,Purple Dragon Empire,18754.0,40808.0,-0.54043324838267
POTIONS & SCROLLS,Lionshield Coster,Southern Empire,15009.0,39771.0,-0.6226144678283172
ARMS & ARMOUR,No Key Account,Thayan Empire,12158534.0,11136128.0,0.0918098283353066
ANIMALS & TRANSPORTATION,Three Wishes,Amnian Empire,146775.0,102064.0,0.43806827088885414
SUMMONING DEVICE,Black Phoenix,Old Empire,6566.0,21163.0,-0.6897415300288239
POTIONS & SCROLLS,Lionshield Coster,Thayan Empire,162388.0,106842.0,0.5198891821568297
ANIMALS & TRANSPORTATION,Three Wishes,Bloodlands Empire,81191.0,37271.0,1.1783960720130935
SUMMONING DEVICE,Black Phoenix,Halruaan Empire,90025.0,69964.0,0.28673317706248924
POTIONS & SCROLLS,Lionshield Coster,United Moonshae Empire,25998.0,,
ANIMALS & TRANSPORTATION,Three Wishes,Calim Empire,124635.0,115291.0,0.0810470895386457
SUMMONING DEVICE,Black Phoenix,Dwarven Empire,28723.0,29615.0,-0.030119871686645316
ARMS & ARMOUR,No Key Account,Southern Empire,553682.0,486048.0,0.13915086575811442
ANIMALS & TRANSPORTATION,Three Wishes,Dwarven Empire,10653.0,37886.0,-0.7188143377500924
SUMMONING DEVICE,Black Phoenix,Calim Empire,37024.0,49013.0,-0.2446085732356722
ARMS & ARMOUR,No Key Account,Purple Dragon Empire,14375409.0,10975852.0,0.3097305794575218
ANIMALS & TRANSPORTATION,Three Wishes,Waterdhavian Empire,44407.0,52455.0,-0.15342674673529688
SUMMONING DEVICE,Clothes Contact,Calim Empire,71040.0,29593.0,1.4005677018213767
ANIMALS & TRANSPORTATION,Private Buyer,Old Empire,35354.0,49208.0,-0.28153958705901483
ANIMALS & TRANSPORTATION,Nobility,Western Empire,24710.0,10416.0,1.372311827956989
SUMMONING DEVICE,House of Wonders,United Moonshae Empire,8523.0,12597.0,-0.3234103357942367
ARMS & ARMOUR,Private Buyer,Bloodlands Empire,1695587.0,1687702.0,0.004672033332898895
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Amnian Empire,136143.0,110452.0,0.23259877593886946
POTIONS & SCROLLS,Clothes Contact,Old Empire,11698.0,27774.0,-0.578814718801757
SUMMONING DEVICE,House of Wonders,Thayan Empire,66207.0,85052.0,-0.2215703334430701
ARMS & ARMOUR,Private Buyer,Amnian Empire,3268663.0,2760713.0,0.18399232372216878
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Bloodlands Empire,45124.0,41086.0,0.09828165311785031
SUMMONING DEVICE,House of Wonders,Southern Empire,7134.0,,
POTIONS & SCROLLS,Clothes Contact,None Empire,11226.0,29079.0,-0.6139482100484885
POTIONS & SCROLLS,Clothes Contact,Purple Dragon Empire,190794.0,182821.0,0.043610963729549646
SUMMONING DEVICE,House of Wonders,Purple Dragon Empire,53438.0,74709.0,-0.2847180393259179
ARMS & ARMOUR,Order of the Gauntlet,Waterdhavian Empire,148529.0,114097.0,0.30177831143676004
POTIONS & SCROLLS,Clothes Contact,Thayan Empire,125173.0,93016.0,0.3457147157478284
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Dwarven Empire,3588.0,21671.0,-0.8344331133773245
SUMMONING DEVICE,House of Wonders,Old Empire,11232.0,11640.0,-0.035051546391752564
ARMS & ARMOUR,Order of the Gauntlet,United Moonshae Empire,62791.0,85584.0,-0.2663231445129931
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Halruaan Empire,57584.0,68474.0,-0.1590384671554167
SUMMONING DEVICE,House of Wonders,None Empire,19151.0,780.0,23.5525641025641
POTIONS & SCROLLS,Clothes Contact,Waterdhavian Empire,79405.0,75388.0,0.05328434233565016
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Calim Empire,84129.0,42762.0,0.9673775782236564
SUMMONING DEVICE,House of Wonders,Waterdhavian Empire,15413.0,6588.0,1.3395567698846387
ANIMALS & TRANSPORTATION,Nobility,Waterdhavian Empire,34640.0,39940.0,-0.1326990485728593
ARMS & ARMOUR,Private Buyer,Calim Empire,2710735.0,2744614.0,-0.012343812281071176
POTIONS & SCROLLS,Clothes Contact,Bloodlands Empire,141722.0,183004.0,-0.22557976874822405
ANIMALS & TRANSPORTATION,Nobility,Halruaan Empire,92762.0,130702.0,-0.2902786491407936
SUMMONING DEVICE,Lionshield Coster,Halruaan Empire,58374.0,55183.0,0.0578257796785242
ARMS & ARMOUR,Private Buyer,New Neverwinter Empire,680785.0,607780.0,0.12011747671854955
POTIONS & SCROLLS,Clothes Contact,Calim Empire,185632.0,145700.0,0.2740700068634181
ANIMALS & TRANSPORTATION,Nobility,Old Empire,12090.0,36294.0,-0.6668870887750041
SUMMONING DEVICE,Lionshield Coster,Dwarven Empire,8265.0,19162.0,-0.5686775910656507
ARMS & ARMOUR,Private Buyer,Halruaan Empire,1149627.0,1144527.0,0.004455989242717839
ANIMALS & TRANSPORTATION,Nobility,Purple Dragon Empire,127110.0,69696.0,0.8237775482093663
SUMMONING DEVICE,Lionshield Coster,Calim Empire,32425.0,56433.0,-0.42542484007584214
POTIONS & SCROLLS,Clothes Contact,Dwarven Empire,44319.0,76402.0,-0.4199235622104134
ARMS & ARMOUR,Private Buyer,Eastern Empire,486919.0,524346.0,-0.07137844095311108
ANIMALS & TRANSPORTATION,Nobility,Southern Empire,2812.0,10099.0,-0.7215565897613625
SUMMONING DEVICE,Lionshield Coster,Bloodlands Empire,28245.0,19698.0,0.43390191897654584
POTIONS & SCROLLS,Clothes Contact,Halruaan Empire,365951.0,352640.0,0.03774671052631584
ANIMALS & TRANSPORTATION,Nobility,Thayan Empire,57791.0,77244.0,-0.25183833048521564
SUMMONING DEVICE,Lionshield Coster,Amnian Empire,93590.0,68166.0,0.3729718628055043
ARMS & ARMOUR,Private Buyer,Dwarven Empire,1187009.0,503779.0,1.3562097665841568
POTIONS & SCROLLS,Clothes Contact,New Neverwinter Empire,31643.0,25330.0,0.2492301618634032
ANIMALS & TRANSPORTATION,Nobility,United Moonshae Empire,34689.0,6929.0,4.006350122672824
SUMMONING DEVICE,House of Wonders,Western Empire,15766.0,275.0,56.33090909090909
ANIMALS & TRANSPORTATION,Order of the Gauntlet,New Neverwinter Empire,4590.0,24778.0,-0.8147550246186133
SUMMONING DEVICE,House of Wonders,New Neverwinter Empire,1032.0,20805.0,-0.950396539293439
ARMS & ARMOUR,Order of the Gauntlet,Thayan Empire,186583.0,196469.0,-0.050318370837129534
POTIONS & SCROLLS,Clothes Contact,Western Empire,8354.0,18282.0,-0.5430478065857127
ANIMALS & TRANSPORTATION,Private Buyer,Calim Empire,476246.0,412412.0,0.15478211109279072
ARMS & ARMOUR,Order of the Gauntlet,Calim Empire,378461.0,374925.0,0.009431219577248795
SUMMONING DEVICE,Clothes Contact,Purple Dragon Empire,58785.0,57427.0,0.023647413237675607
POTIONS & SCROLLS,House of Wonders,New Neverwinter Empire,29885.0,51893.0,-0.4241034436243809
ANIMALS & TRANSPORTATION,Private Buyer,Dwarven Empire,95891.0,128946.0,-0.256347618382889
SUMMONING DEVICE,Clothes Contact,Old Empire,18722.0,12525.0,0.49477045908183626
ARMS & ARMOUR,Order of the Gauntlet,Bloodlands Empire,182482.0,441247.0,-0.5864402477523927
ANIMALS & TRANSPORTATION,Private Buyer,Eastern Empire,101841.0,80221.0,0.26950549108088895
POTIONS & SCROLLS,House of Wonders,None Empire,10035.0,4280.0,1.3446261682242993
SUMMONING DEVICE,Clothes Contact,None Empire,2720.0,13204.0,-0.7940018176310208
ARMS & ARMOUR,Order of the Gauntlet,Amnian Empire,1112684.0,905201.0,0.22921207555007128
ANIMALS & TRANSPORTATION,Private Buyer,Halruaan Empire,193999.0,170367.0,0.1387123093087277
SUMMONING DEVICE,Clothes Contact,New Neverwinter Empire,1740.0,7092.0,-0.754653130287648
POTIONS & SCROLLS,House of Wonders,Old Empire,8934.0,59170.0,-0.8490113233057293
ANIMALS & TRANSPORTATION,Private Buyer,New Neverwinter Empire,130077.0,112689.0,0.15430077469850656
ARMS & ARMOUR,Nobility,Western Empire,56161.0,43192.0,0.30026393776625304
SUMMONING DEVICE,Clothes Contact,Halruaan Empire,83091.0,87354.0,-0.048801428669551505
POTIONS & SCROLLS,House of Wonders,Purple Dragon Empire,236055.0,180564.0,0.3073203960922444
ANIMALS & TRANSPORTATION,Private Buyer,None Empire,79934.0,43520.0,0.83671875
SUMMONING DEVICE,Clothes Contact,Dwarven Empire,66926.0,62030.0,0.07892955021763659
ARMS & ARMOUR,Nobility,Waterdhavian Empire,271578.0,238129.0,0.14046588193794118
POTIONS & SCROLLS,House of Wonders,Halruaan Empire,366285.0,284433.0,0.2877725158473172
POTIONS & SCROLLS,House of Wonders,Southern Empire,2214.0,31189.0,-0.9290134342236045
SUMMONING DEVICE,Clothes Contact,Thayan Empire,6737.0,20263.0,-0.6675220845876721
ARMS & ARMOUR,Order of the Gauntlet,Dwarven Empire,524822.0,127658.0,3.111156370928575
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Old Empire,11449.0,17850.0,-0.35859943977591036
SUMMONING DEVICE,House of Wonders,Halruaan Empire,123853.0,57492.0,1.1542649412092119
ARMS & ARMOUR,Order of the Gauntlet,Purple Dragon Empire,358139.0,227644.0,0.5732415525996732
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Purple Dragon Empire,22306.0,21621.0,0.03168216086212472
SUMMONING DEVICE,House of Wonders,Dwarven Empire,19169.0,50060.0,-0.6170795045944866
POTIONS & SCROLLS,House of Wonders,Amnian Empire,364750.0,435943.0,-0.16330804715295344
ARMS & ARMOUR,Order of the Gauntlet,Old Empire,107397.0,97589.0,0.10050313047577086
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Thayan Empire,62058.0,36283.0,0.7103877849130447
SUMMONING DEVICE,House of Wonders,Calim Empire,92845.0,59706.0,0.555036344755971
POTIONS & SCROLLS,House of Wonders,Bloodlands Empire,51191.0,144799.0,-0.6464685529596199
ANIMALS & TRANSPORTATION,Order of the Gauntlet,United Moonshae Empire,8567.0,12784.0,-0.3298654568210263
SUMMONING DEVICE,House of Wonders,Bloodlands Empire,9610.0,45427.0,-0.7884518017918859
ARMS & ARMOUR,Order of the Gauntlet,New Neverwinter Empire,28827.0,77131.0,-0.6262592213247592
POTIONS & SCROLLS,House of Wonders,Calim Empire,180963.0,179111.0,0.010339956786573623
ANIMALS & TRANSPORTATION,Order of the Gauntlet,Waterdhavian Empire,25549.0,13414.0,0.9046518562695691
SUMMONING DEVICE,House of Wonders,Amnian Empire,141528.0,160965.0,-0.12075295871773362
ARMS & ARMOUR,Order of the Gauntlet,Halruaan Empire,363143.0,367387.0,-0.01155185131754799
ANIMALS & TRANSPORTATION,Private Buyer,Amnian Empire,507095.0,426320.0,0.18947035091011455
SUMMONING DEVICE,Clothes Contact,Western Empire,18956.0,,
POTIONS & SCROLLS,House of Wonders,Dwarven Empire,47780.0,100057.0,-0.5224721908512149
SUMMONING DEVICE,Clothes Contact,Waterdhavian Empire,24600.0,11190.0,1.1983914209115283
ANIMALS & TRANSPORTATION,Private Buyer,Bloodlands Empire,171483.0,170509.0,0.005712308441196745
SUMMONING DEVICE,Lionshield Coster,None Empire,7087.0,8793.0,-0.19401796883884903
SUMMONING DEVICE,Bardic College Union,Halruaan Empire,53119.0,96673.0,-0.4505291032656481
ARMS & ARMOUR,No Key Account,Dwarven Empire,3661419.0,1982963.0,0.8464383853859099
ARMS & ARMOUR,Bottle's Up,Halruaan Empire,574523.0,699521.0,-0.17869084702246252
POTIONS & SCROLLS,Sprite's & Spirits,Calim Empire,134939.0,90750.0,0.4869311294765841
POTIONS & SCROLLS,Nobility,Halruaan Empire,263129.0,245434.0,0.07209677550787585
ARMS & ARMOUR,Lionshield Coster,Bloodlands Empire,691711.0,539647.0,0.28178420337739296
ARMS & ARMOUR,Bottle's Up,Old Empire,149945.0,142546.0,0.05190605137990545
POTIONS & SCROLLS,Sprite's & Spirits,Bloodlands Empire,72791.0,57189.0,0.2728147021280316
POTIONS & SCROLLS,Nobility,Old Empire,38455.0,42348.0,-0.09192878057995657
ARMS & ARMOUR,Lionshield Coster,Amnian Empire,891676.0,642740.0,0.3873043532377012
ARMS & ARMOUR,Bottle's Up,Purple Dragon Empire,826659.0,892689.0,-0.07396752956516772
ARMS & ARMOUR,Lionshield Coster,Calim Empire,524119.0,519357.0,0.009169030166147785
POTIONS & SCROLLS,Sprite's & Spirits,Amnian Empire,140998.0,283163.0,-0.5020606505793483
ARMS & ARMOUR,Bottle's Up,Southern Empire,26932.0,65449.0,-0.5885040260355392
POTIONS & SCROLLS,Private Buyer,Western Empire,59311.0,86464.0,-0.3140382124352331
ARMS & ARMOUR,House of Wonders,Western Empire,49484.0,67526.0,-0.26718597281047296
ARMS & ARMOUR,Bottle's Up,Thayan Empire,377277.0,652918.0,-0.42216786794053773
POTIONS & SCROLLS,Private Buyer,Waterdhavian Empire,300683.0,372068.0,-0.19186009009105864
POTIONS & SCROLLS,Nobility,Southern Empire,30529.0,6749.0,3.5234849607349235
ARMS & ARMOUR,House of Wonders,Waterdhavian Empire,100510.0,171391.0,-0.4135631392546867
ARMS & ARMOUR,Bottle's Up,United Moonshae Empire,72369.0,69640.0,0.03918724870763923
POTIONS & SCROLLS,Private Buyer,United Moonshae Empire,858326.0,897976.0,-0.044154854918171504
POTIONS & SCROLLS,Nobility,Purple Dragon Empire,166367.0,180354.0,-0.07755303458753338
POTIONS & SCROLLS,Sprite's & Spirits,Dwarven Empire,43182.0,49445.0,-0.126665992516938
ARMS & ARMOUR,Bottle's Up,Dwarven Empire,618468.0,146471.0,3.222460418785971
POTIONS & SCROLLS,Nobility,Dwarven Empire,50212.0,86898.0,-0.4221731225114502
ARMS & ARMOUR,Lionshield Coster,Purple Dragon Empire,598990.0,745652.0,-0.19668960855734308
ARMS & ARMOUR,Black Phoenix,Thayan Empire,289396.0,311305.0,-0.0703779251859109
POTIONS & SCROLLS,Sprite's & Spirits,United Moonshae Empire,22068.0,,
POTIONS & SCROLLS,No Key Account,Western Empire,327247.0,330854.0,-0.010902089743512255
ARMS & ARMOUR,Lionshield Coster,Old Empire,199625.0,107424.0,0.8582905123622282
ARMS & ARMOUR,Black Phoenix,United Moonshae Empire,39916.0,123203.0,-0.6760143827666534
POTIONS & SCROLLS,Sprite's & Spirits,Thayan Empire,102424.0,104251.0,-0.01752501175048682
POTIONS & SCROLLS,Nobility,Amnian Empire,329968.0,261980.0,0.2595159935872968
ARMS & ARMOUR,Black Phoenix,Waterdhavian Empire,86648.0,106489.0,-0.18631971377325363
POTIONS & SCROLLS,Sprite's & Spirits,Southern Empire,640.0,31950.0,-0.9799687010954616
ARMS & ARMOUR,Lionshield Coster,None Empire,22791.0,41928.0,-0.45642530051516883
ARMS & ARMOUR,Bottle's Up,Amnian Empire,1325204.0,949307.0,0.3959699022550134
POTIONS & SCROLLS,Sprite's & Spirits,Purple Dragon Empire,118016.0,132691.0,-0.1105952928231756
POTIONS & SCROLLS,Nobility,Bloodlands Empire,97402.0,86600.0,0.12473441108545025
ARMS & ARMOUR,Lionshield Coster,Halruaan Empire,641265.0,874153.0,-0.26641560459095837
ARMS & ARMOUR,Bottle's Up,Bloodlands Empire,262040.0,171602.0,0.5270218295824058
POTIONS & SCROLLS,Sprite's & Spirits,Old Empire,12235.0,26666.0,-0.5411760294007351
POTIONS & SCROLLS,Nobility,Calim Empire,187064.0,193929.0,-0.03539955344481749
ARMS & ARMOUR,Lionshield Coster,Dwarven Empire,519226.0,150435.0,2.451497324425832
ARMS & ARMOUR,Bottle's Up,Calim Empire,554040.0,435618.0,0.2718482707326144
POTIONS & SCROLLS,Sprite's & Spirits,Halruaan Empire,239468.0,290046.0,-0.17437923639698527
POTIONS & SCROLLS,Nobility,Thayan Empire,72720.0,133370.0,-0.4547499437654645
ARMS & ARMOUR,House of Wonders,United Moonshae Empire,432724.0,196424.0,1.2030098155011606
ARMS & ARMOUR,Bottle's Up,Waterdhavian Empire,157460.0,250671.0,-0.3718459654287891
POTIONS & SCROLLS,Private Buyer,Thayan Empire,609444.0,580985.0,0.0489840529445682
ARMS & ARMOUR,House of Wonders,New Neverwinter Empire,44724.0,55527.0,-0.19455400075638873
ARMS & ARMOUR,Clothes Contact,None Empire,46410.0,33261.0,0.39532786145936694
POTIONS & SCROLLS,Private Buyer,Calim Empire,866907.0,804176.0,0.07800655577883453
POTIONS & SCROLLS,Order of the Gauntlet,Dwarven Empire,14636.0,64788.0,-0.7740939680187688
ARMS & ARMOUR,Clothes Contact,Old Empire,173009.0,89779.0,0.9270542108956437
POTIONS & SCROLLS,Private Buyer,Bloodlands Empire,362472.0,398073.0,-0.08943334514021295
ARMS & ARMOUR,House of Wonders,Halruaan Empire,810740.0,1208921.0,-0.3293689165793299
ARMS & ARMOUR,Clothes Contact,Purple Dragon Empire,906547.0,1009509.0,-0.10199215658305172
POTIONS & SCROLLS,Private Buyer,Amnian Empire,860561.0,915103.0,-0.05960203386941143
POTIONS & SCROLLS,Order of the Gauntlet,Halruaan Empire,101052.0,149619.0,-0.32460449541836267
ARMS & ARMOUR,House of Wonders,Dwarven Empire,646097.0,235361.0,1.74513194624428
ARMS & ARMOUR,Clothes Contact,Thayan Empire,244945.0,246461.0,-0.006151074612210428
POTIONS & SCROLLS,Order of the Gauntlet,Waterdhavian Empire,37603.0,33982.0,0.1065564122182332
POTIONS & SCROLLS,Order of the Gauntlet,New Neverwinter Empire,8709.0,30435.0,-0.7138491867915229
ARMS & ARMOUR,House of Wonders,Calim Empire,828391.0,652570.0,0.26942856705027807
ARMS & ARMOUR,Clothes Contact,Waterdhavian Empire,222782.0,188702.0,0.18060221937234378
POTIONS & SCROLLS,Order of the Gauntlet,United Moonshae Empire,24781.0,28112.0,-0.11849032441661922
POTIONS & SCROLLS,Order of the Gauntlet,Old Empire,19394.0,47940.0,-0.5954526491447643
ARMS & ARMOUR,Clothes Contact,Western Empire,72518.0,90106.0,-0.19519232903469252
POTIONS & SCROLLS,Order of the Gauntlet,Thayan Empire,78393.0,56161.0,0.39586189704599284
ARMS & ARMOUR,House of Wonders,Bloodlands Empire,570657.0,358708.0,0.590867781036386
POTIONS & SCROLLS,Order of the Gauntlet,Calim Empire,110462.0,103821.0,0.0639658643241734
POTIONS & SCROLLS,Sprite's & Spirits,Waterdhavian Empire,55783.0,63500.0,-0.12152755905511814
POTIONS & SCROLLS,Private Buyer,Dwarven Empire,121110.0,175484.0,-0.3098516104032276
ARMS & ARMOUR,House of Wonders,None Empire,58969.0,21475.0,1.7459371362048892
POTIONS & SCROLLS,Nobility,United Moonshae Empire,21680.0,24300.0,-0.10781893004115228
ARMS & ARMOUR,Bottle's Up,Western Empire,25159.0,51475.0,-0.5112384652744051
POTIONS & SCROLLS,Private Buyer,Purple Dragon Empire,533983.0,546615.0,-0.023109501202857596
ARMS & ARMOUR,House of Wonders,Thayan Empire,733695.0,746697.0,-0.017412685466795752
ARMS & ARMOUR,Clothes Contact,Amnian Empire,1004223.0,915256.0,0.09720449797652231
POTIONS & SCROLLS,Private Buyer,Old Empire,68647.0,138143.0,-0.50307290271675
POTIONS & SCROLLS,Nobility,Waterdhavian Empire,108411.0,110999.0,-0.023315525365093404
ARMS & ARMOUR,House of Wonders,Southern Empire,70747.0,48694.0,0.45288947303569227
ARMS & ARMOUR,Clothes Contact,Bloodlands Empire,579460.0,507641.0,0.14147596431336318
POTIONS & SCROLLS,Private Buyer,None Empire,93940.0,79293.0,0.18471996267009705
POTIONS & SCROLLS,Nobility,Western Empire,20878.0,25041.0,-0.16624735433888427
ARMS & ARMOUR,House of Wonders,Purple Dragon Empire,1266172.0,1151330.0,0.09974724883395725
ARMS & ARMOUR,Clothes Contact,Calim Empire,653273.0,556330.0,0.1742544892419966
POTIONS & SCROLLS,Private Buyer,New Neverwinter Empire,213678.0,213151.0,0.002472425651298904
POTIONS & SCROLLS,Order of the Gauntlet,Amnian Empire,279001.0,219736.0,0.26971001565514974
ARMS & ARMOUR,Clothes Contact,Dwarven Empire,688326.0,276286.0,1.4913531630267185
POTIONS & SCROLLS,Private Buyer,Halruaan Empire,371337.0,341336.0,0.0878928680244686
ARMS & ARMOUR,House of Wonders,Old Empire,145409.0,99643.0,0.45929969992874553
ARMS & ARMOUR,Clothes Contact,Halruaan Empire,940380.0,1290042.0,-0.27104698916779457
POTIONS & SCROLLS,Private Buyer,Eastern Empire,175346.0,162710.0,0.07765963985003999
POTIONS & SCROLLS,Order of the Gauntlet,Bloodlands Empire,37912.0,50327.0,-0.24668666918353965
ARMS & ARMOUR,Clothes Contact,New Neverwinter Empire,103110.0,91833.0,0.12279899382574899
POTIONS & SCROLLS,Night's Knights,Halruaan Empire,206057.0,294875.0,-0.3012055955913523
POTIONS & SCROLLS,No Key Account,Waterdhavian Empire,1087691.0,1025551.0,0.06059181844686412
POTIONS & SCROLLS,Sprite's & Spirits,Western Empire,53605.0,14083.0,2.806362280764042
POTIONS & SCROLLS,Zhentarim,Southern Empire,37645.0,34955.0,0.07695608639679596
POTIONS & SCROLLS,Night's Knights,Waterdhavian Empire,46495.0,62241.0,-0.2529843672177503
ANIMALS & TRANSPORTATION,Zhentarim,Thayan Empire,29516.0,37414.0,-0.21109745015234938
ARMS & ARMOUR,Night's Knights,United Moonshae Empire,133821.0,110663.0,0.20926596965562116
POTIONS & SCROLLS,Zhentarim,Purple Dragon Empire,134775.0,106099.0,0.27027587441917444
ANIMALS & TRANSPORTATION,Zhentarim,Waterdhavian Empire,11785.0,29692.0,-0.6030917418833356
POTIONS & SCROLLS,Night's Knights,Western Empire,30573.0,17502.0,0.7468289338361329
POTIONS & SCROLLS,Zhentarim,Old Empire,12381.0,9536.0,0.29834312080536907
ARMS & ARMOUR,Night's Knights,Thayan Empire,293766.0,260781.0,0.12648544180749366
ANIMALS & TRANSPORTATION,Zhentarim,Southern Empire,7225.0,3553.0,1.0334928229665072
ANIMALS & TRANSPORTATION,Zhentarim,Western Empire,9496.0,1802.0,4.269700332963374
POTIONS & SCROLLS,No Key Account,Amnian Empire,4003731.0,3787813.0,0.05700334203404456
ARMS & ARMOUR,Night's Knights,Purple Dragon Empire,656921.0,528431.0,0.2431537892364377
ARMS & ARMOUR,Bardic College Union,Amnian Empire,1112047.0,800173.0,0.38975821478605255
POTIONS & SCROLLS,Zhentarim,Dwarven Empire,34628.0,86337.0,-0.5989205091675642
